"institute_name","Total_cases_to_date","Total_students_to_date","Total_staff_to_date","Date","Article","Total_outbreaks_to_date","Outbreak_dates","Outbreak_Status","School_board","Type_of_school","City","Province","Latitude","Longitude","Is_Single","Is_Outbreak","Is_Cluster","Last_Reported_Date","Difference_In_Days","Total_Cases_Summed"
"École secondaire Hubert-Maisonneuve","4",NA,NA,"2021-01-24","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Mille-Iles","TBASecondary","Rosemere","QC",45.6384,-73.7919,0,0,0,"2021-01-24",15,4
"École secondaire Saint-Joseph de Saint-Hyacinthe","10",NA,NA,"2020-11-10","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Établissement privé","TBASecondary","Saint-Hyacinthe","QC",45.633,-72.9631,0,0,0,"2020-11-10",90,10
"École Jésus-Marie de Beauceville","1",NA,NA,"2020-10-27","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Établissement privé","TBASecondary","Beauceville","QC",46.2022,-70.7656,0,0,0,"2020-10-27",104,1
"École Montpetit (Salaberry-de-Valleyfield)","1",NA,NA,"2020-10-27","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Vallée-des-Tisserands","TBAElementary","Salaberry-de-Valleyfield","QC",45.273,-74.1304,0,0,0,"2020-10-27",104,1
"École Wilfrid-Léger","1",NA,NA,"2020-10-27","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Val-des-Cerfs","TBASecondary","Waterloo","QC",45.3329,-72.5285,0,0,0,"2020-10-27",104,1
"École Saint-Albert-le-Grand","4",NA,NA,"2021-01-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Capitale","TBAElementary","Quebec","QC",46.8397,-71.2423,0,0,0,"2021-01-21",18,4
"École Alternative de la Tortue-Des-Bois (Saint-Mathieu-du-Parc)","1",NA,NA,"2020-10-27","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Énergie","TBAElementary","Saint-Mathieu-du-Parc","QC",46.584,-72.9837,0,0,0,"2020-10-27",104,1
"École Félix-Leclerc (Shawinigan)","1",NA,NA,"2020-10-27","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Énergie","TBAElementary","Shawinigan-Sud","QC",46.518,-72.745,0,0,0,"2020-10-27",104,1
"École Masson (Saint-Thècle)","1",NA,NA,"2020-10-27","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Énergie","TBAElementary","Sainte-Thècle","QC",46.8348,-72.5469,0,0,0,"2020-10-27",104,1
"École Saint-Charles-Garnier (Shawinigan)","1",NA,NA,"2020-10-27","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Énergie","TBAElementary","Shawinigan","QC",46.5705,-72.7617,0,0,0,"2020-10-27",104,1
"École l'Enfant-Jésus (Vallée-Jonction)","1",NA,NA,"2020-10-27","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Beauce-Etchemin","TBAElementary","Vallée-Jonction","QC",46.3943,-70.9319,0,0,0,"2020-10-27",104,1
"École Sacré-Coeur-de-Jésus (Crabtree)","2",NA,NA,"2020-11-02","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Samares","TBAElementary","Crabtree","QC",45.9746,-73.482,0,0,0,"2020-11-02",98,2
"École Paul-Germain-Ostiguy","1",NA,NA,"2020-10-27","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Hautes-Rivières","TBASecondary","Saint-Césaire","QC",45.4162,-72.9716,0,0,0,"2020-10-27",104,1
"École des Echos-de-la-Forêt","1",NA,NA,"2020-10-27","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Cote-du-Sud","TBAElementary","Saint-Philémon","QC",46.6704,-70.4258,0,0,0,"2020-10-27",104,1
"École St-Donat (Maria, Gaspésie)","1",NA,NA,"2020-10-27","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Rene Levesque","TBAElementary","Maria","QC",48.207,-66.0585,0,0,0,"2020-10-27",104,1
"École Atelier","1",NA,NA,"2020-10-27","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","CSDM","TBAElementary","Montreal","QC",45.5776,-73.6411,0,0,0,"2020-10-27",104,1
"École primaire du Vieux Greenfield Park","2",NA,NA,"2020-11-03","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Marie-Victorin","TBAElementary","Greenfield Park","QC",45.488,-73.4794,0,0,0,"2020-11-03",97,2
"École des métiers de l'équipement motorisé de Montréal","1",NA,NA,"2020-10-27","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","CSDM","TBAPost-secondary","Montreal","QC",45.5295,-73.5944,0,0,0,"2020-10-27",104,1
"École Saint-Georges","5",NA,NA,"2021-02-05","https://www.covidecolesquebec.org/nouvelles-closions",1,"2021-02-05","Declared outbreak","Établissement privé","TBAMixed","Senneville","QC",45.5295,-73.5944,0,0,0,"2021-02-05",3,5
"École Marguerite-Bourgeois (Châteauguay)","2",NA,NA,"2020-12-03","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Grandes-Seigneuries","TBASecondary","Chateauguay","QC",45.3603,-73.7499,0,0,0,"2020-12-03",67,2
"École Secondaire Fernand-Lefebvre (Sorel)","3",NA,NA,"2020-11-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Sorel-Tracy","TBASecondary","Sorel-Tracy","QC",46.037,-73.1045,0,0,0,"2020-11-26",74,3
"École De L'Estran (Rimouski)","3",NA,NA,"2020-10-27","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Des Phares","TBAElementary","Rimouski","QC",48.4433,-68.5487,0,0,0,"2020-10-27",104,3
"École primaire Pinewood, (Mascouche)","3",NA,NA,"2021-01-25","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Sir Wilfred Laurier","TBAElementary","Mascouche","QC",45.7333,-73.6494,0,0,0,"2021-01-25",14,3
"École des Hauteurs (Saint-Hippolyte)","1",NA,NA,"2020-10-28","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Riviere du Nord","TBAElementary","Saint-Hippolyte","QC",45.9274,-74.026,0,0,0,"2020-10-28",103,1
"École des Blés-Dorés (Mirabel)","5",NA,NA,"2021-01-22","https://www.covidecolesquebec.org/nouvelles-closions",1,"2021-01-22","Declared outbreak","Mille-Iles","TBAElementary","Mirabel","QC",45.640363,-74.022295,0,0,0,"2021-01-22",17,5
"École Arc-en-ciel (Saint-Eustache)","5",NA,NA,"2021-01-29","https://www.covidecolesquebec.org/nouvelles-closions",1,"2021-01-29","Declared outbreak","Mille-Iles","TBAElementary","Saint-Eustache","QC",45.5774,-73.9243,0,0,0,"2021-01-29",10,5
"École Plateau Saint-Louis (Blainville)","3",NA,NA,"2020-11-08","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Mille-Iles","TBAElementary","Blainville","QC",45.6526,-73.8485,0,0,0,"2020-11-08",92,3
"École Saint-Joseph (St-Hubert)","3",NA,NA,"2021-01-24","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Marie-Victorin","TBAElementary","Saint-Hubert","QC",45.4913,-73.4638,0,0,0,"2021-01-24",15,3
"École Gentilly Édifice Fénélon (CSSMB)","1",NA,NA,"2020-10-28","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Marguerite- Bourgeoys","TBAElementary","Dorval","QC",45.4446,-73.7489,0,0,0,"2020-10-28",103,1
"École Saints-Anges","2",NA,NA,"2021-01-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Marie-Victorin","TBAElementary","Saint-Lambert","QC",45.5052,-73.5154,0,0,0,"2021-01-21",18,2
"École secondaire Pierre-de-Lestage","1",NA,NA,"2020-10-28","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Samares","TBASecondary","Berthierville","QC",46.0826,-73.1928,0,0,0,"2020-10-28",103,1
"Centre De Formation En Montage De Lignes (Saint-Henri)","1",NA,NA,"2020-10-28","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Navigateurs","TBAPost-secondary","Saint-Henri","QC",46.7053,-71.0279,0,0,0,"2020-10-28",103,1
"École du Bois-de-Liesse (DDO)","1",NA,NA,"2020-10-28","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Marguerite- Bourgeoys","TBAElementary","Dollard-des-Ormeaux","QC",45.4933,-73.7863,0,0,0,"2020-10-28",103,1
"École Saint-André-Apôtre","1",NA,NA,"2020-10-28","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","CSDM","TBAElementary","Montreal","QC",45.5465,-73.6701,0,0,0,"2020-10-28",103,1
"École Mille-Sports","9",NA,NA,"2020-11-01","https://www.covidecolesquebec.org/nouvelles-closions",1,"2020-11-01","Declared outbreak","Marie-Victorin","TBAElementary","Saint-Hubert","QC",45.4692,-73.3804,0,0,0,"2020-11-01",99,9
"École primaire des Quatre-Temps Pavillon Marie-Charlotte","36",NA,NA,"2020-11-15","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Samares","TBAElementary","Joliette","QC",46.018,-73.4454,0,0,0,"2020-11-15",85,36
"École secondaire Soulanges (Saint-Polycarpe)","7",NA,NA,"2020-10-28","https://www.covidecolesquebec.org/nouvelles-closions",1,"2020-10-28","Declared outbreak","Trois-Lacs","TBASecondary","Saint-Polycarpe","QC",45.3049,-74.3165,0,0,0,"2020-10-28",103,7
"École le Manège (Victoriaville)","1",NA,NA,"2020-10-28","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Bois-Francs","TBAElementary","Victoriaville","QC",46.0607,-71.9594,0,0,0,"2020-10-28",103,1
"École Louisbourg (Montréal)","1",NA,NA,"2020-10-29","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","CSDM","TBAElementary","Montreal","QC",45.5272,-73.7104,0,0,0,"2020-10-29",102,1
"École Louis-Albert Vachon (Beauce)","2",NA,NA,"2021-02-04","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Beauce-Etchemin","TBAElementary","Saint-Frédéric","QC",46.2988,-71.0122,0,0,0,"2021-02-04",4,2
"École du Petit Clocher (Clarenceville)","1",NA,NA,"2020-10-29","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Hautes-Rivières","TBAElementary","Saint-Georges-de-Clarenceville","QC",45.0568,-73.2702,0,0,0,"2020-10-29",102,1
"École La Providence (Saint-Tite)","1",NA,NA,"2020-10-29","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Énergie","TBAElementary","Saint-Tite","QC",46.7289,-72.5711,0,0,0,"2020-10-29",102,1
"Centre d'éducation des adultes du Saint-Maurice","1",NA,NA,"2020-10-29","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Énergie","TBAPost-secondary","Shawinigan","QC",46.5536,-72.7469,0,0,0,"2020-10-29",102,1
"École Notre-Dame-Des-Anges (Dolbeau)","1",NA,NA,"2020-10-29","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Pays-des-Bleuets","TBAElementary","Dolbeau-Mistassini","QC",48.8888,-72.2032,0,0,0,"2020-10-29",102,1
"École Monseigneur Bluteau (Saint-Félicien)","1",NA,NA,"2020-10-29","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Pays-des-Bleuets","TBAElementary","Saint-Felicien","QC",48.6445,-72.4475,0,0,0,"2020-10-29",102,1
"École Primaire Marguerite-Bourgeoys (Pointe-Claire)","4",NA,NA,"2021-01-25","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Marguerite- Bourgeoys","TBAElementary","Pointe-Claire","QC",45.4281,-73.8233,0,0,0,"2021-01-25",14,4
"École Saint-Louis (Thetford-Mines)","1",NA,NA,"2020-10-29","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Appalaches","TBAElementary","Thetford Mines","QC",46.0483,-71.3634,0,0,0,"2020-10-29",102,1
"École du Moulin (Repentigny)","4",NA,NA,"2020-12-07","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Affluents","TBAElementary","Repentigny","QC",45.775,-73.4172,0,0,0,"2020-12-07",63,4
"École secondaire du Littoral de Grande-Rivière","1",NA,NA,"2020-10-29","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Rene Levesque","TBASecondary","Grande-Riviere","QC",48.4376,-64.4941,0,0,0,"2020-10-29",102,1
"École Des Amis-du-Monde","8",NA,NA,"2020-11-09","https://www.covidecolesquebec.org/nouvelles-closions",1,"2020-11-09","Declared outbreak","Marguerite- Bourgeoys","TBAElementary","Cote Saint-Luc","QC",45.4593,-73.6783,0,0,0,"2020-11-09",91,8
"Centre de formation professionnelle Gabriel-Rousseau","1",NA,NA,"2020-10-29","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Navigateurs","TBAPost-secondary","Levis","QC",46.734,-71.2664,0,0,0,"2020-10-29",102,1
"École primaire Clair-Soleil","1",NA,NA,"2020-10-29","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Navigateurs","TBAElementary","Saint-Nicolas","QC",46.7164,-71.3002,0,0,0,"2020-10-29",102,1
"École du Grand-Voilier","1",NA,NA,"2020-10-29","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Navigateurs","TBAElementary","Saint-Nicolas","QC",46.7022,-71.4035,0,0,0,"2020-10-29",102,1
"École Vision Rive-Sud","1",NA,NA,"2020-10-29","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Établissement privé","TBAElementary","Levis","QC",46.7346786,-71.2683024,0,0,0,"2020-10-29",102,1
"UQAC (Pavillon Saguenay)","28",NA,NA,"2020-11-20","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Université","TBAPost-secondary","Chicoutimi","QC",48.4194975,-71.0496326,0,0,0,"2020-11-20",80,28
"École Gentilly (Dorval) - Pavillon Principal","1",NA,NA,"2020-10-29","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Marguerite- Bourgeoys","TBAElementary","Dorval","QC",45.4416,-73.737,0,0,0,"2020-10-29",102,1
"Arundel Elementary School","32",NA,NA,"2020-11-06","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Sir Wilfred Laurier","TBAElementary","Barkmere","QC",45.9681,-74.6153,0,0,0,"2020-11-06",94,32
"École De Léry-MGR-De Laval (Beauceville)","1",NA,NA,"2020-10-30","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Beauce-Etchemin","TBAElementary","Beauceville","QC",46.2086,-70.7713,0,0,0,"2020-10-30",101,1
"École Ali ibn Abi Talib","1",NA,NA,"2020-10-30","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Établissement privé","TBAMixed","Montreal","QC",45.5304,-73.6517,0,0,0,"2020-10-30",101,1
"École Marguerite-Belley (Jonquière)","24",NA,NA,"2020-11-08","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Jonquière","TBAElementary","Jonquiere","QC",48.4167,-71.2645,0,0,0,"2020-11-08",92,24
"École Saint-Jean de Bosco (Gatineau)","2",NA,NA,"2021-01-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Portages-de- l’Outaouais","TBAElementary","Gatineau","QC",45.4286,-75.7381,0,0,0,"2021-01-22",17,2
"École Primaire Laurentide (Montréal)","1",NA,NA,"2020-10-30","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Marguerite- Bourgeoys","TBAElementary","Montreal","QC",45.5068,-73.6747,0,0,0,"2020-10-30",101,1
"École Bouchard (Brownsburg)","3",NA,NA,"2020-10-30","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Riviere du Nord","TBAElementary","Brownsburg","QC",45.6787,-74.4128,0,0,0,"2020-10-30",101,3
"École des Explorateurs (Sainte-Julienne)","1",NA,NA,"2020-10-30","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Samares","TBAElementary","Sainte-Julienne","QC",45.9861,-73.7262,0,0,0,"2020-10-30",101,1
"École Notre-Dame-De-Fatima Ecole (Sainte-Julienne)","1",NA,NA,"2020-10-30","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Samares","TBAElementary","Sainte-Julienne","QC",45.6980134,-73.7165767,0,0,0,"2020-10-30",101,1
"Collège Mont Notre-Dame de Sherbrooke","1",NA,NA,"2020-10-30","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Établissement privé","TBASecondary","Sherbrooke","QC",45.4015,-71.8927,0,0,0,"2020-10-30",101,1
"École Les-Enfants-du-Monde (Montréal)","1",NA,NA,"2020-10-30","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","CSDM","TBAElementary","Montreal","QC",45.467,-73.65,0,0,0,"2020-10-30",101,1
"École Euclide-Lanthier (Gatineau)","2",NA,NA,"2020-12-12","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Portages-de- l’Outaouais","TBAElementary","Gatineau","QC",45.3925,-75.8317,0,0,0,"2020-12-12",58,2
"Merton Elementary School","1",NA,NA,"2020-10-31","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","EMSB","TBAElementary","Cote Saint-Luc","QC",45.472,-73.6527,0,0,0,"2020-10-31",100,1
"École secondaire de l'Achigan","1",NA,NA,"2020-10-31","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Samares","TBASecondary","Saint-Roch-de-l'Achigan","QC",45.8628,-73.5944,0,0,0,"2020-10-31",100,1
"École Champlain","8",NA,NA,"2020-11-05","https://www.covidecolesquebec.org/nouvelles-closions",1,"2020-11-05","Declared outbreak","CSDM","TBAElementary","Montreal","QC",45.5278,-73.5513,0,0,0,"2020-11-05",95,8
"Eardley Elementary School (Gatineau)","1",NA,NA,"2020-10-31","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Western Quebec","TBAElementary","Gatineau","QC",45.3996,-75.8402,0,0,0,"2020-10-31",100,1
"École Saint-Vincent (Saint-Césaire)","1",NA,NA,"2020-10-31","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Hautes-Rivières","TBAElementary","Saint-Césaire","QC",45.4104742,-73.0065938,0,0,0,"2020-10-31",100,1
"Collège Mont-Sacré-Cœur de Granby","6",NA,NA,"2020-11-04","https://www.covidecolesquebec.org/nouvelles-closions",1,"2020-11-04","Declared outbreak","Établissement privé","TBASecondary","Granby","QC",45.3925,-72.7043,0,0,0,"2020-11-04",96,6
"Polyvalente Saint-François (Beauceville)","59",NA,NA,"2020-11-22","https://www.covidecolesquebec.org/nouvelles-closions",1,"2020-11-22","Declared outbreak","Beauce-Etchemin","TBASecondary","Beauceville","QC",46.212,-70.7781,0,0,0,"2020-11-22",78,59
"Kingsdale Academy (Pierrefonds-Roxboro)","1",NA,NA,"2020-11-01","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Lester B. Pearson","TBAElementary","Pierrefonds","QC",45.4798,-73.8536,0,0,0,"2020-11-01",99,1
"École Monseigneur-Gilles-Gervais (Saint-Bruno)","3",NA,NA,"2020-11-03","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Patriotes","TBAElementary","Saint-Bruno-de-Montarville","QC",45.5227,-73.3504,0,0,0,"2020-11-03",97,3
"Centre Hochelaga-Maisonneuve","1",NA,NA,"2020-11-01","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","CSDM","TBAPost-secondary","Montreal","QC",45.5525,-73.5396,0,0,0,"2020-11-01",99,1
"École Saint-Dominique (Lévis)","1",NA,NA,"2020-11-01","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Navigateurs","TBAElementary","Levis","QC",46.8168,-71.1769,0,0,0,"2020-11-01",99,1
"École Lambert-Closse (Montréal)","2",NA,NA,"2021-02-06","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","CSDM","TBAElementary","Montreal","QC",45.5261,-73.6039,0,0,0,"2021-02-06",2,2
"École secondaire régionale Châteauguay Valley","2",NA,NA,"2020-12-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","New Frontiers","TBASecondary","Ormstown","QC",45.121,-73.9893,0,0,0,"2020-12-21",49,2
"École de la Gentiane (Saint-Calixte)","1",NA,NA,"2020-11-01","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Samares","TBAElementary","Saint-Calixte","QC",45.9542,-73.8491,0,0,0,"2020-11-01",99,1
"LaSalle Elementary Junior","1",NA,NA,"2020-11-01","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Lester B. Pearson","TBAElementary","Lasalle","QC",45.4323,-73.6261,0,0,0,"2020-11-01",99,1
