"institute.name","Total.cases.to.date","Total.students.to.date","Total.staff.to.date","Date","Article","Total.outbreaks.to.date","Outbreak.dates","Outbreak.Status","School.board","Type_of_school","City","Province","Latitude","Longitude"
"Elgin Court Public School","2",NA,NA,"2020-12-07","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Thames_Valley_DSB_changed",0,NA,"Single/unlinked cases","Thames Valley DSB","TBA","St. Thomas","ON",42.7620166,-81.1757411
"Clarington Central Secondary School","1",NA,"1","2020-12-07","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Kawartha_Pine_Ridge_changed",0,NA,"Single/unlinked cases","Kawartha Pine Ridge DSB","TBA","Clarington","ON",43.9129106,-78.7096173
"Glenwood Elementary School","1",NA,"1","2020-12-07","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","TBA","Hamilton","ON",43.2491536,-79.9344858
"Dr. J.E. Davey Elementary School","1 ; 1","1","1","2020-12-07 ; 2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Hamilton-Wentworth_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-12T1630.html#Hamilton-Wentworth_DSB_changed;https://masks4canada.org/2020/12/15/covid-19-school-report-hamilton-wentworth-cases-and-outbreak/",1,"2020-12-13","Declared outbreak","Hamilton-Wentworth DSB","TBA","Hamilton","ON",43.2575214,-79.8606726
"Rosedale Elementary School","1 ; 1","1 ; 1",NA,"2020-12-07 ; 2020-12-18","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Hamilton-Wentworth_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-19T1630.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","TBA","Hamilton","ON",43.2247648,-79.8080332
"Eastwood Public School","1","1",NA,"2020-12-07","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Greater_Essex_changed",0,NA,"Single/unlinked cases","Greater Essex County DSB","TBA","Windsor","ON",42.3006069,-82.9221708
"Eastwood Collegiate Institute","1 ; 1 ; 1 ; 1 ; 1","1 ; 1 ; 1 ; 1","1","2020-10-06 ; 2020-11-29 ; 2020-11-30 ; 2020-12-03 ; 2020-12-11","https://masks4canada.org/2020/10/06/covid-19-school-report-eastwood-collegiate-institute/ ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html#Waterloo_Regional_DSB_changed ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-01T1545.html#Waterloo_Regional_DSB_changed ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-04T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Kitchener","ON",43.439702,-80.4608988
"Saint Gabriel the Archangel Catholic - School","1","N/A","N/A","2020-12-09","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html#Simcoe_Muskoka_CDSB_changed",0,"","Single/unlinked cases","Simcoe Muskoka CDSB","Elementary","Barrie","ON",44.3560231,-79.6125823
"St. Mary's Catholic School","1","N/A","N/A","2020-12-09","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html#Simcoe_Muskoka_CDSB_changed",0,"","Single/unlinked cases","Simcoe Muskoka CDSB","Elementary","Barrie","ON",44.3862631,-79.7195693
"St. Thomas Aquinas Catholic Secondary School","1","N/A","N/A","2020-12-09","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html#Simcoe_Muskoka_CDSB_changed",0,"","Single/unlinked cases","Simcoe Muskoka CDSB","Secondary","Tottenham","ON",44.0354002,-79.8081743
"St. George-German Public School","1",NA,NA,"2020-12-09","https://masks4canada.org/2020/12/10/covid-19-school-report-wecdsb-and-grand-erie-dec-9-2020/",0,NA,"Single/unlinked cases","Grand Erie DSB","TBA","St. George","ON",43.2442556,-80.257624
"OPEN ROADS PUBLIC SCHOOL","1","","","2020-11-16","https://masks4canada.org/2020/12/09/ontario-dsbs-2020-12-08/;",0,"","Single/unlinked cases","Keewatin Patricia DSB","TBA","Dryden","ON",49.7734416,-92.8405684
"King George VI Public School","1","","","2020-11-26","https://masks4canada.org/2020/12/09/ontario-dsbs-2020-12-08/;",0,"","Single/unlinked cases","Keewatin Patricia DSB","TBA","Kenora","ON",49.7622793,-94.4818931
"Keewatin Public School","1","","1","2020-12-06","https://masks4canada.org/2020/12/09/ontario-dsbs-2020-12-08/;",0,"","Single/unlinked cases","Keewatin Patricia DSB","TBA","Kenora","ON",49.7599871,-94.5617908
"St. Louis Living Arts School","1","","","2020-11-11","https://masks4canada.org/2020/12/09/ontario-dsbs-2020-12-08/;",0,"","Single/unlinked cases","Kenora CDSB","TBA","Keewatin","ON",49.7591532,-94.5572202
"St. James Public School","1","","","2020-11-06","https://masks4canada.org/2020/12/09/ontario-dsbs-2020-12-08/;",0,"","Single/unlinked cases","Lakehead DSB","TBA","Thunder Bay","ON",48.4422114,-89.2145689
"Whitefish Valley Public School","1","","","2020-11-18","https://masks4canada.org/2020/12/09/ontario-dsbs-2020-12-08/;",0,"","Single/unlinked cases","Lakehead DSB","TBA","Kakabeka Falls","ON",48.3046994,-89.7020286
"Hammarskold High School","1","","","2020-11-21","https://masks4canada.org/2020/12/09/ontario-dsbs-2020-12-08/;",0,"","Single/unlinked cases","Lakehead DSB","TBA","Thunder Bay","ON",48.4432444,-89.2511962
"Immaculate Heart of Mary Catholic Elementary School","1 ; 1 ; 1",NA,"1 ; 1 ; 1","2020-12-08 ; 2020-12-13 ; 2020-12-17","https://masks4canada.org/2020/12/10/covid-19-school-report-cases-and-outbreak-2/ ; https://masks4canada.org/2020/12/15/covid-19-school-report-hamilton-wentworth-cases-and-outbreak/ ; https://masks4canada.org/2020/12/16/covid-19-school-report-hamilton-wentworth-cases-and-outbreak-2/;https://masks4canada.org/2020/12/21/covid-19-school-report-cases-and-outbreaks-3/",1,"2020-12-14","Declared outbreak","Hamilton-Wentworth CDSB","TBA","Stoney Creek","ON",43.2085366,-79.6823626
"St. Patrick Catholic Elementary School","1 ; 1","1 ; 1",NA,"2020-12-08 ; 2020-12-13","https://masks4canada.org/2020/12/10/covid-19-school-report-cases-and-outbreak-2/;https://masks4canada.org/2020/12/15/covid-19-school-report-hamilton-wentworth-cases-and-outbreak/",0,NA,"Single/unlinked cases","Hamilton-Wentworth CDSB","TBA","Hamilton","ON",43.2571786,-79.8499319
"St. Vincent De Paul Catholic Elementary School","1","1",NA,"2020-12-09","https://masks4canada.org/2020/12/10/covid-19-school-report-cases-and-outbreak-2/",0,NA,"Single/unlinked cases","Hamilton-Wentworth CDSB","TBA","Hamilton","ON",43.2227283,-79.9225334
"St Brigid Catholic School","1",NA,"1","2020-12-08","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html#Waterloo_CDSB_changed",0,NA,"Single/unlinked cases","Waterloo CDSB","TBA","North Dumfries","ON",43.2905041,-80.4610888
"Rick Hansen Public School","1",NA,NA,"2020-12-08","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html#Thames_Valley_DSB_changed",0,NA,"Single/unlinked cases","Thames Valley DSB","TBA","London","ON",42.9372857,-81.2330375
"École Secondaire Étienne-Brulé","1;2","1;2",NA,"2020-12-09 ; 2020-12-12","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-14T1630.html#CS_Viamonde_changed",0,NA,"Single/unlinked cases","CS Viamonde","TBA","North York","ON",43.7520889,-79.3716204
"Father C W Sullivan School","3","2","1","2020-12-09","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html;",0,NA,"Single/unlinked cases","Dufferin-Peel CDSB","TBA","Brampton","ON",43.70617,-79.747064
"Metropolitan Andrei Catholic School","1;1;1","1;1;1",NA,"2020-12-09 ; 2020-12-15 ; 2020-12-17","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-17T1630.html",0,NA,"Single/unlinked cases","Dufferin-Peel CDSB","TBA","Mississauga","ON",43.5929483,-79.6134735
"St. Bernadette Elementary School","1","N/A","N/A","2020-10-08","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-08T1545.html#Simcoe_Muskoka_CDSB",0,"","Single/unlinked cases","Simcoe Muskoka CDSB","Elementary","Barrie","ON",44.332426,-79.7214083
"St John XXIII Catholic School","3;1;8;2","2;6;2","1;1;2","2020-12-09 ; 2020-12-10 ; 2020-12-17 ; 2020-12-19","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-17T1630.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-19T1630.html",0,NA,"Single/unlinked cases","Dufferin-Peel CDSB","TBA","Mississauga","ON",43.565903,-79.6448357
"Chris Hadfield Public School","2",NA,NA,"2020-12-09","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Whitby","ON",43.9630318,-78.9708917
"St. Florence Catholic School","1;1","1","1","2020-12-10 ; 2020-12-17","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-18T1630.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","Scarborough","ON",43.7985032,-79.2069582
"St. Raphael Catholic School","2;1;1","2","1;1","2020-12-10 ; 2020-12-18 ; 2020-12-19","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-22T1630.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","North York","ON",43.7285097,-79.4887018
"L. A. Desmarais Catholic Elementary School","1;1","1;NA","NA;1","2020-12-10;2020-12-17","https://masks4canada.org/2020/12/11/covid19-school-report-eohu-wecdsb-dec-10-2020/;https://masks4canada.org/2020/12/19/covid19-school-report-wecdsb-dec-17-2020/;https://masks4canada.org/2020/12/22/covid19-school-report-wecdsb-dec-22-2020/",1,"2020-12-22","Declared outbreak","Windsor Essex CDSB","TBA","Windsor","ON",42.309686,-82.909467
"École élémentaire catholique La Source (CSDCEO)","1",NA,NA,"2020-12-09","https://masks4canada.org/2020/12/11/covid19-school-report-eohu-wecdsb-dec-10-2020/",1,"2020-12-09","Declared outbreak","CSDCEO","TBA","North Stormont","ON",45.2676966,-74.9619894
"St. Monicas Separate School","1","N/A","N/A","2020-12-10","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html#Simcoe_Muskoka_CDSB_changed",0,"","Single/unlinked cases","Simcoe Muskoka CDSB","Elementary","Barrie","ON",44.4023116,-79.6660155
"Cedar Creek Public School","1 ; 1 ; 1 ; 1 ; 1","1 ; 1 ; 1 ; 1","1","2020-12-10 ; 2020-12-12 ; 2020-12-15 ; 2020-12-19 ; 2020-12-20","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-13T1630.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-21T1630.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","North Dumfries","ON",43.284111,-80.4407059
"Bellmoore Public School","1","1",NA,"2020-12-10","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","TBA","Hamilton","ON",43.1263283,-79.8126015
"Cecil B Stirling School","1 ; 1","1 ; 1",NA,"2020-12-10 ; 2020-12-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html#Hamilton-Wentworth_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","TBA","Hamilton","ON",43.2034864,-79.8421244
"Memorial City Elementary School","1",NA,"1","2020-12-09","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","TBA","Hamilton","ON",43.2430834,-79.8204478
"Prince Andrew Public School","1","1",NA,"2020-12-10","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html#Greater_Essex_changed",0,NA,"Single/unlinked cases","Greater Essex County","TBA","Lasalle","ON",42.2055389,-83.0583713
"Essex Public School","2 ; 1 ; 1","2 ; 1","1","2020-12-09 ; 2020-12-10 ; 2020-12-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html#Greater_Essex_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html#Greater_Essex_changed",0,NA,"Single/unlinked cases","Greater Essex County DSB","TBA","Essex","ON",42.1733126,-82.8139888
"Central Public School","1 ; 1","1 ; 1",NA,"2020-12-10 ; 2020-12-21","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html#Greater_Essex_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-21T1630.html#Greater_Essex_changed",0,NA,"Single/unlinked cases","Greater Essex County DSB","TBA","Windsor","ON",42.2676118,-83.017779
"Centennial Central Public School","1 ; 1 ; 1","1 ; 1","1","2020-12-10 ; 2020-12-15 ; 2020-12-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html#Greater_Essex_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html#Greater_Essex_changed",0,NA,"Single/unlinked cases","Greater Essex County","TBA","Lakeshore","ON",42.2309055,-82.5546418
"Canadian Martyrs Catholic School","1","1",NA,"2020-12-07","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","East York","ON",43.6982088,-79.3197093
"École élémentaire catholique Sainte-Geneviève","1",NA,NA,"2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;",0,NA,"Single/unlinked cases","CECCE","TBA","(Old) Ottawa","ON",45.3900139,-75.6310622
"Precious Blood Catholic School","2;3;1","2;3;1",NA,"2020-12-11 ; 2020-12-15 ; 2020-12-18","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-22T1630.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","Scarborough","ON",43.7393574,-79.3027064
"École secondaire catholique Marie-Rivier","1",NA,NA,"2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed",0,NA,"Single/unlinked cases","CECCE","TBA","Kingston","ON",44.2709478,-76.5229632
"Castor River Elementary School","1","1",NA,"2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed",0,NA,"Single/unlinked cases","CEPEO","TBA","Embrun","ON",45.2762015,-75.2879034
"Port Rowan Public School","1",NA,NA,"2020-12-11","https://masks4canada.org/2020/12/11/covid19-school-report-grand-erie-dsb-dec-11-2020/",0,NA,"Single/unlinked cases","Grand Erie DSB","TBA","Port Rowan","ON",42.6246399,-80.4549177
"St. Edmund Campion Catholic School","2","2",NA,"2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","Scarborough","ON",43.7880748,-79.2154963
"St. James Separate School","1","1",NA,"2020-11-13","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","York","ON",43.664692,-79.4952142
"St. Lawrence Catholic School","1","1",NA,"2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","Scarborough","ON",43.7491775,-79.2799645
"Tottenham Public School","1","N/A","N/A","2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html#Simcoe_County_DSB_changed",0,"","Single/unlinked cases","Simcoe County DSB","Elementary","Tottenham","ON",44.0204488,-79.8010931
"Teeterville Public School","1",NA,NA,"2020-12-13","https://masks4canada.org/2020/12/14/covid-19-school-report-grand-erie-dsb-bhndsb-wecdsb/",0,NA,"Single/unlinked cases","Grand Erie DSB","TBA","Teeterville","ON",42.9482862,-80.441794
"Lakewood Elementary School","1",NA,NA,"2020-12-11","https://masks4canada.org/2020/12/14/covid-19-school-report-grand-erie-dsb-bhndsb-wecdsb/",0,NA,"Single/unlinked cases","Grand Erie DSB","TBA","Port Dover","ON",42.7901211,-80.2123075
"St. Leo School","1;1",NA,NA,"2020-11-21;2020-12-12","https://masks4canada.org/2020/12/14/covid-19-school-report-grand-erie-dsb-bhndsb-wecdsb/;https://masks4canada.org/2020/12/14/covid-19-school-report-grand-erie-dsb-bhndsb-wecdsb/",0,NA,"Single/unlinked cases","Brant Haldimand Norfolk DSB","TBA","Brantford","ON",43.1843014,-80.2686418
"Saint Frances Cabrini School","1",NA,NA,"2020-12-13","https://masks4canada.org/2020/12/14/covid-19-school-report-grand-erie-dsb-bhndsb-wecdsb/",0,NA,"Single/unlinked cases","Brant Haldimand Norfolk DSB","TBA","Delhi","ON",42.852232,-80.488454
"St. Thomas of Villanova Catholic High School","1;2","1;2","NA;NA","2020-12-12;2020-12-17","https://masks4canada.org/2020/12/14/covid-19-school-report-grand-erie-dsb-bhndsb-wecdsb/;https://masks4canada.org/2020/12/19/covid19-school-report-wecdsb-dec-17-2020/",0,NA,"Single/unlinked cases","Windsor-Essex CDSB","TBA","Lasalle","ON",42.1860029,-83.0396658
"St. Catherine of Siena Catholic School","1","","","2020-10-23","https://masks4canada.org/2020/10/24/dcdsb-2020-10-23/",0,"","Single/unlinked cases","Durham CDSB","Mixed","Ajax","ON",43.87391,-79.036047
"St. Catherine of Siena Catholic Elementary School","1","","","2020-12-13","https://masks4canada.org/2020/12/09/ontario-dsbs-2020-12-08/",0,"","Single/unlinked cases","London CDSB","TBA","London","ON",43.0316043,-81.2916797
"St. Joseph's Catholic High School","1 ; 1 ; 1 ; 1 ; 1 ; 1","N/A","N/A","2020-10-24 ; 2020-11-20 ; 2020-11-23 ; 2020-11-27 ; 2020-12-07 ; 2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-24T1545.html#Simcoe_Muskoka_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html#Simcoe_Muskoka_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html#Simcoe_Muskoka_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-27T1545.html#Simcoe_Muskoka_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html#Simcoe_Muskoka_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html#Simcoe_Muskoka_CDSB_changed",0,"","Single/unlinked cases","Simcoe Muskoka CDSB","Secondary","Barrie","ON",44.412707,-79.6844182
"St. Joseph's High School","1","","","2020-12-13","https://masks4canada.org/2020/12/09/ontario-dsbs-2020-12-08/",0,"","Single/unlinked cases","London CDSB","TBA","St. Thomas","ON",42.7542997,-81.1692815
"Mother Teresa Catholic Secondary School","2","","","2020-12-13","https://masks4canada.org/2020/12/09/ontario-dsbs-2020-12-08/",0,"","Single/unlinked cases","London CDSB","TBA","London","ON",43.048327,-81.2517283
