"institute.name","School.board","City.x","School.Code","School.Name","Board.Name","City.y","mm","city_match"
"BEN School House","Private","York","428833","CHEO School","CHEO SA","Ottawa",9,FALSE
"BEN School House","Private","York","669799","AIS School","Private","Markham",9,FALSE
"BEN School House","Private","York","880132","York School, The","Private","Toronto",9,FALSE
"St. Antoine Daniel Separate School","Toronto CDSB","North York","775061","St Antoine Daniel Catholic School","Simcoe Muskoka CDSB","Victoria Harbour",9,FALSE
"St. Antoine Daniel Separate School","Toronto CDSB","North York","785857","St Antoine Daniel Catholic School","Toronto CDSB","Toronto",9,FALSE
"École Forest Trail Public School","Halton DSB","Oakville","243524","Talbot Trail Public School","Greater Essex County DSB","Windsor",9,FALSE
"Dunbarton HS","Durham DSB","Pickering","905674","Dunbarton High School","Durham DSB","Pickering",9,TRUE
"Dunbarton HS","Durham DSB","Pickering","667145","Brighton","Private","Toronto",9,FALSE
"Dunbarton HS","Durham DSB","Pickering","888150","Sunnybrook","Private","Toronto",9,FALSE
"The Bishop Strachan School","Private","Toronto","886840","Bishop Strachan School, The","Private","Toronto",9,TRUE
"Eastdale CVI","Durham DSB","Oshawa","705949","La Clef","CSDC des Grandes Rivières","Timmins",9,FALSE
"Eastdale CVI","Durham DSB","Oshawa","434272","Parkdale School","Hamilton-Wentworth DSB","Hamilton",9,FALSE
"Eastdale CVI","Durham DSB","Oshawa","885156","Maple Lane","Private","Clifford",9,FALSE
"Eastdale CVI","Durham DSB","Oshawa","889717","Mapleview","Private","St Marys",9,FALSE
"Eastdale CVI","Durham DSB","Oshawa","666963","Onondaga Camp","Private","Minden",9,FALSE
"St Marie of the Incarnation Catholic School","Simcoe Muskoka CDSB","Bradford","824690","St. Marie of the Incarnation Separate School","Simcoe Muskoka CDSB","Bradford",9,TRUE
"Saint-Frère-André Catholic Secondary School","CSC MonAvenir","Toronto","790818","Saint Francis Catholic Secondary School","Niagara CDSB","St Catharines",9,FALSE
"Saint André Bessette Catholic Secondary School","London CDSB","London","812896","St. André Bessette Catholic Elementary School","Dufferin-Peel CDSB","Brampton",9,FALSE
"Sir Arthur Carty Catholic Elementary School","London CDSB","London","764450","Sir Edgar Bauer Catholic Elementary School","Waterloo CDSB","Waterloo",9,FALSE
"Monsignor Percy Johnson Catholic Secondary School","Toronto CDSB","Etobicoke","732443","Monsignor Percy Johnson Catholic High School","Toronto CDSB","Toronto",9,FALSE
"Tecumseh Vista Academy","Greater Essex County DSB","Tecumseh","884816","True North Academy","Private","Stayner",9,FALSE
"W. J. Langlois Catholic Elementary School","Windsor-Essex CDSB","Windsor","790150","St Francis Catholic Elementary School","Thunder Bay CDSB","Thunder Bay",9,FALSE
"The Toronto Heschel School","Private","Toronto","887072","Toronto French School","Private","Toronto",9,TRUE
"The Toronto Heschel School","Private","Toronto","877638","Toronto Heschel School, The","Private","Toronto",9,TRUE
"The Toronto Heschel School","Private","Toronto","882401","Toronto High School","Private","Richmond Hill",9,FALSE
"Banting Memorial High School","Simcoe County DSB","Alliston","893064","Banting Memorial District High School","Simcoe County DSB","Alliston",9,TRUE
"St Mark the Evangelist Catholic Elementary School","Durham CDSB","Whitby","728752","St Mary of the Angels Catholic Elementary School","York CDSB","Woodbridge",9,FALSE
"Lakewoods PS","Durham DSB","Oshawa","884822","Ashwood Glen","Private","Burlington",9,FALSE
"St. Jean de Brebeuf Elementary School","Dufferin-Peel CDSB","Brampton","809179","St Jean de Brebeuf Separate School","Simcoe Muskoka CDSB","Bradford",9,FALSE
"Father C W Sullivan School","Dufferin-Peel CDSB","Brampton","696307","Father C W Sullivan Catholic School","Dufferin-Peel CDSB","Brampton",9,TRUE
"Father C W Sullivan School","Dufferin-Peel CDSB","Brampton","706930","Father F X O'Reilly School","Simcoe Muskoka CDSB","Tottenham",9,FALSE
"École élémentaire catholique La Source (CSDCEO)","CSDCEO","North Stormont","725668","École élémentaire catholique La Source","CSDC de l'Est ontarien","Moose Creek",9,FALSE
"St. Thomas of Villanova Catholic High School","Windsor-Essex CDSB","Lasalle","878561","St. Thomas of Villanova College School","Private","King City",9,FALSE
"Bishop P. F. Reding Catholic Secondary School","Halton CDSB","Milton","689726","Bishop Paul Francis Reding Catholic Secondary School","Halton CDSB","Milton",9,TRUE
"Gaétan-Gervais Secondary School","CS Viamonde","Oakville","951463","West Ferris Secondary School","Near North DSB","North Bay",9,FALSE
"Gaétan-Gervais Secondary School","CS Viamonde","Oakville","940437","Saunders Secondary School","Thames Valley DSB","London",9,FALSE
"DASS Simcoe St.","Durham DSB","Oshawa","669799","AIS School","Private","Markham",10,FALSE
"École Ronald-Marion","CS Viamonde","Pickering","848662","École Saint-Raymond","CSDC Franco-Nord","North Bay",10,FALSE
"École Ronald-Marion","CS Viamonde","Pickering","730440","École séparée Mariale","CSDC Franco-Nord","Thorne",10,FALSE
"Pierre Elliott Trudeau PS","Durham DSB","Oshawa","894672","Pierre Elliott Trudeau High School","York Region DSB","Markham",10,FALSE
"Charles-Sauriol Elementary School","CS Viamonde","Toronto","192880","Confederation Elementary School","Grand Erie DSB","Brantford",10,FALSE
"Charles-Sauriol Elementary School","CS Viamonde","Toronto","719390","St Charles Catholic Elementary School","Niagara CDSB","Thorold",10,FALSE
"Charles-Sauriol Elementary School","CS Viamonde","Toronto","086240","Carson Grove Elementary School","Ottawa-Carleton DSB","Gloucester",10,FALSE
"Charles-Sauriol Elementary School","CS Viamonde","Toronto","494578","Confederation Elementary School","Rainbow DSB","Val Caron",10,FALSE
"Charles-Sauriol Elementary School","CS Viamonde","Toronto","106151","Chester Elementary School","Toronto DSB","East York",10,FALSE
"Centre Jules-Léger","Centre Jules- LeÌ�ger Consortium","Ottawa","883640","Petre College","Private","TORONTO",10,FALSE
"St. Margaret of Scotland Catholic Elementary School","Waterloo CDSB","Cambridge","821705","St. Margaret Mary Catholic Elementary School","Hamilton-Wentworth CDSB","Hamilton",10,FALSE
"Galt Collegiate Institute & Vocational School","Waterloo Regional DSB","Cambridge","896187","Brantford Collegiate Institute and Vocational School","Grand Erie DSB","Brantford",10,FALSE
"Galt Collegiate Institute & Vocational School","Waterloo Regional DSB","Cambridge","930636","Northern Collegiate Institute and Vocational School","Lambton Kent DSB","Sarnia",10,FALSE
"St. Thomas the Apostle","Hamilton-Wentworth CDSB","Waterdown","856207","St Thomas More School","Dufferin-Peel CDSB","Mississauga",10,FALSE
"Saint John Paul II School","Waterloo CDSB","Kitchener","112917","Clinton Public School","Avon Maitland DSB","Clinton",10,FALSE
"Saint John Paul II School","Waterloo CDSB","Kitchener","690708","St John Bosco School","Dufferin-Peel CDSB","Brampton",10,FALSE
"Saint John Paul II School","Waterloo CDSB","Kitchener","804282","St John Catholic School","Sudbury CDSB","Garson",10,FALSE
"Saint John Paul II School","Waterloo CDSB","Kitchener","802336","St John Catholic School","Toronto CDSB","Toronto",10,FALSE
"Saint John Paul II School","Waterloo CDSB","Kitchener","518905","Smithson Public School","Waterloo Region DSB","Kitchener",10,TRUE
"Saint John Paul II School","Waterloo CDSB","Kitchener","801550","St John Catholic School","Wellington CDSB","Guelph",10,FALSE
"Saint John Paul II School","Waterloo CDSB","Kitchener","456316","Mount Joy Public School","York Region DSB","Markham",10,FALSE
"Career Education Council","Upper Grand DSB","Guelph","665026","Bravo Education Centre","Private","Markham",10,FALSE
"Career Education Council","Upper Grand DSB","Guelph","885348","Dora Education Centre","Private","Toronto",10,FALSE
"Career Education Council","Upper Grand DSB","Guelph","885343","Duowei Education Centre","Private","Richmond Hill",10,FALSE
"St. Mother Teresa Catholic Academy","Toronto CDSB","Scarborough","773875","Mother Teresa Catholic School","Algonquin and Lakeshore CDSB","Kingston",10,FALSE
"St. Mother Teresa Catholic Academy","Toronto CDSB","Scarborough","753670","Mother Teresa Catholic School","CDSB of Eastern Ontario","Russell",10,FALSE
"St. Gabriel CES","Waterloo CDSB","City of Cambridge","840530","St. Patrick School","Brant Haldimand Norfolk CDSB","Brantford",10,FALSE
"St. Gabriel CES","Waterloo CDSB","City of Cambridge","839397","St. André","Windsor-Essex CDSB","Tecumseh",10,FALSE
"Michaëlle Jean PS","Durham DSB","Ajax","558113","Echo Place PS","Grand Erie DSB","Brantford",10,FALSE
"Michaëlle Jean PS","Durham DSB","Ajax","885156","Maple Lane","Private","Clifford",10,FALSE
"DASS Simcoe St.","Durham DSB","Oshawa","669799","AIS School","Private","Markham",10,FALSE
"Adelaide Hoodless Elementary School","Hamilton-Wentworth DSB","Hamilton","002674","Adelaide Hoodless Public School","Hamilton-Wentworth DSB","Hamilton",10,TRUE
"Westview Freedom Academy","Greater Essex County DSB","Windsor","877409","Meadow Green Academy","Private","Mississauga",10,FALSE
"Westview Freedom Academy","Greater Essex County DSB","Windsor","883796","Webtree Academy","Private","North York",10,FALSE
"Westview Freedom Academy","Greater Essex County DSB","Windsor","876194","Westboro Academy","Private","Ottawa",10,FALSE
"Westview Freedom Academy","Greater Essex County DSB","Windsor","885913","Westwood Academy","Private","Richmond Hill",10,FALSE
"St. Isaac Jogues School","Dufferin-Peel CDSB","Brampton","782050","St. Cecilia's School","Brant Haldimand Norfolk CDSB","Port Dover",10,FALSE
"St. Isaac Jogues School","Dufferin-Peel CDSB","Brampton","831450","St. Mary's School","Brant Haldimand Norfolk CDSB","Hagersville",10,FALSE
"St. Isaac Jogues School","Dufferin-Peel CDSB","Brampton","834963","St. Michael's School","Brant Haldimand Norfolk CDSB","Dunnville",10,FALSE
"St. Isaac Jogues School","Dufferin-Peel CDSB","Brampton","840556","St. Patrick's School","Brant Haldimand Norfolk CDSB","Caledonia",10,FALSE
"St. Isaac Jogues School","Dufferin-Peel CDSB","Brampton","819883","St Louis School","Dufferin-Peel CDSB","Mississauga",10,FALSE
"St. Isaac Jogues School","Dufferin-Peel CDSB","Brampton","856207","St Thomas More School","Dufferin-Peel CDSB","Mississauga",10,FALSE
"St. Isaac Jogues School","Dufferin-Peel CDSB","Brampton","798258","St Isaac Jogues Catholic School","Durham CDSB","Pickering",10,FALSE
"St. Isaac Jogues School","Dufferin-Peel CDSB","Brampton","790583","St Francis School","London District Catholic School Board","London",10,FALSE
"St. Isaac Jogues School","Dufferin-Peel CDSB","Brampton","864331","St Mark High School","Ottawa CDSB","Manotick",10,FALSE
"St. Isaac Jogues School","Dufferin-Peel CDSB","Brampton","689203","St Paul High School","Ottawa CDSB","Ottawa",10,FALSE
"St. Isaac Jogues School","Dufferin-Peel CDSB","Brampton","782130","St Charles School","Simcoe Muskoka CDSB","Bradford",10,FALSE
"St. Isaac Jogues School","Dufferin-Peel CDSB","Brampton","836320","St Nicholas School","Simcoe Muskoka CDSB","Barrie",10,FALSE
"St. Isaac Jogues School","Dufferin-Peel CDSB","Brampton","798290","St Isaac Jogues Catholic School","Toronto CDSB","Toronto",10,FALSE
"STS. Peter & Paul Separate School","Dufferin-Peel CDSB","Mississauga","705098","St Peter's & St Paul's Separate School","Bruce-Grey CDSB","Durham",10,FALSE
"STS. Peter & Paul Separate School","Dufferin-Peel CDSB","Mississauga","843547","St Peter Separate School","Dufferin-Peel CDSB","Orangeville",10,FALSE
"STS. Peter & Paul Separate School","Dufferin-Peel CDSB","Mississauga","843466","Sts. Peter & Paul Catholic School","Dufferin-Peel CDSB","Mississauga",10,TRUE
"STS. Peter & Paul Separate School","Dufferin-Peel CDSB","Mississauga","841463","St Paul Separate School","London District Catholic School Board","London",10,FALSE
"L. A. Desmarais Catholic Elementary School","Windsor Essex CDSB","Windsor","786861","St. Dominic Catholic Elementary School","Halton CDSB","Oakville",10,FALSE
"L. A. Desmarais Catholic Elementary School","Windsor Essex CDSB","Windsor","786152","St. David Catholic Elementary School","Hamilton-Wentworth CDSB","Hamilton",10,FALSE
"L. A. Desmarais Catholic Elementary School","Windsor Essex CDSB","Windsor","854336","St. Thomas Catholic Elementary School","Hamilton-Wentworth CDSB","Waterdown",10,FALSE
"L. A. Desmarais Catholic Elementary School","Windsor Essex CDSB","Windsor","786349","St Denis Catholic Elementary School","Niagara CDSB","St Catharines",10,FALSE
"L. A. Desmarais Catholic Elementary School","Windsor Essex CDSB","Windsor","702385","St. Dominic Catholic Elementary School","Ottawa CDSB","Cumberland",10,FALSE
"L. A. Desmarais Catholic Elementary School","Windsor Essex CDSB","Windsor","786667","St. Dominic Catholic Elementary School","Peterborough Victoria Northum Clarington CDSB","Lindsay",10,FALSE
"L. A. Desmarais Catholic Elementary School","Windsor Essex CDSB","Windsor","706000","St. Martin Catholic Elementary School","Peterborough Victoria Northum Clarington CDSB","Ennismore",10,FALSE
"Milton Qur'an Institute","Halton DSB","Milton","882259","Ottawa Torah Institute","Private","Ottawa",10,FALSE
"Milton Qur'an Institute","Halton DSB","Milton","877190","Shiloh Christian Institute","Private","Brampton",10,FALSE
"Forest View PS","Durham DSB","Oshawa","558113","Echo Place PS","Grand Erie DSB","Brantford",10,FALSE
"Forest View PS","Durham DSB","Oshawa","667763","Everest Academy","Private","Concord",10,FALSE
"Forest View PS","Durham DSB","Oshawa","882178","Fern Hill","Private","Oakville",10,FALSE
"Forest View PS","Durham DSB","Oshawa","882430","Forest Hill Academy","Private","Toronto",10,FALSE
"Forest View PS","Durham DSB","Oshawa","668220","Torah High","Private","Toronto",10,FALSE
"MichaÃ«lle Jean PS","Durham DSB","Ajax","558113","Echo Place PS","Grand Erie DSB","Brantford",11,FALSE
"MichaÃ«lle Jean PS","Durham DSB","Ajax","885156","Maple Lane","Private","Clifford",11,FALSE
"Saint Paschal Baylon Separate School","Toronto CDSB","North York","836656","St Paschal Baylon Catholic School","Toronto CDSB","Toronto",11,FALSE
"Sir Arthur Currie PS","Thames Valley DSB","London","014061","Sir Arthur Currie Public School","Thames Valley DSB","London",11,TRUE
"Frenchman's Bay PS","Durham DSB","Pickering","206253","Frenchman's Bay Public School","Durham DSB","PICKERING",11,FALSE
"J. Clarke Richardson Collegiate","Durham DSB","Ajax","918423","J Clarke Richardson Collegiate Institute","Durham DSB","AJAX",11,FALSE
"South Ridge P.S.","Thames Valley DSB","Tillsonburg","558113","Echo Place PS","Grand Erie DSB","Brantford",11,FALSE
"South Ridge P.S.","Thames Valley DSB","Tillsonburg","526436","South Ridge Public School","Thames Valley DSB","Tillsonburg",11,TRUE
"South Ridge P.S.","Thames Valley DSB","Tillsonburg","668220","Torah High","Private","Toronto",11,FALSE
"COSTI Corvetti Education Centre","Toronto CDSB","Toronto","385263","South Shore Education Centre","Near North DSB","Nipissing",11,FALSE
"COSTI Corvetti Education Centre","Toronto CDSB","Toronto","885343","Duowei Education Centre","Private","Richmond Hill",11,FALSE
"COSTI Corvetti Education Centre","Toronto CDSB","Toronto","663352","John C Yesno Education Centre","Private","Eabamet Lake",11,FALSE
"St. Thomas Aquinas","Toronto CDSB","York","853038","St. Theresa School","Brant Haldimand Norfolk CDSB","Brantford",11,FALSE
"St. Thomas Aquinas","Toronto CDSB","York","883829","St. Jude's Academy","Private","Mississauga",11,FALSE
"Alexander Graham Bell PS","Durham DSB","Ajax","009008","Alexander Graham Bell Public School","Durham DSB","AJAX",11,FALSE
"Sir William Stephenson PS","Durham DSB","Whitby","622044","Sir William Stephenson Public School","Durham DSB","Whitby",11,TRUE
"Lincoln Alexander PS","Durham DSB","Ajax","313050","Lincoln Alexander Public School","Durham DSB","Ajax",11,TRUE
"Lincoln Alexander PS","Durham DSB","Ajax","313173","Lincoln Alexander Public School","Hamilton-Wentworth DSB","Hamilton",11,FALSE
"Lincoln Alexander PS","Durham DSB","Ajax","313599","Lincoln Alexander Public School","York Region DSB","Markham",11,FALSE
"Norman G. Powers PS","Durham DSB","Oshawa","450298","Norman G. Powers Public School","Durham DSB","Oshawa",11,TRUE
